"Data","precipitacao_total","pressao_atmosferica","temperatura_maxima","temperatura_media","Temperatura_minima","umidade_relativa_media","umidade_relativa_minima","vel_vento_max","vel_vento_med"
2014-04-19,0.2,959.8,25,19.4,16.1,89.3,60,6.4,0.3
2014-04-20,3.6,961.9,25,20.1,17,83.9,64,4.2,0.9
2014-04-21,0,962.1,24.2,18.7,16.3,81.6,61,5.2,0.7
2014-04-22,0,959.9,24.8,18.8,16,87.5,64,8.8,0.9
2014-04-23,3.2,962.4,21,17.4,15.5,88.8,69,3.6,0.4
2014-04-24,0,963.1,21,17,15,87.7,72,4.1,0.2
2014-04-25,0.8,961.6,23.5,17.5,14.7,80.9,51,7.3,1.2
2014-04-26,0,962.9,22.5,16.3,11.3,75.1,44,6.5,1
2014-04-27,0,965.9,24,16.8,13.5,75.5,42,7.5,1.1
2014-04-28,0,968.2,19.6,15.2,11.1,83.3,61,6.8,1
2014-04-29,0,964.7,21.8,15.6,11.1,83,56,6.6,0.6
2014-04-30,3.6,959.5,16.8,15.1,13.5,95.9,89,5.9,0.6
2014-05-01,NA,952.9,23.7,NA,14.9,83.8,57,10.9,1.6
2014-05-02,NA,961.8,23.2,NA,8.1,79.8,48,6.2,0.8
2014-05-03,0.2,965.2,22,14.8,10.4,89.4,63,4.1,0.3
2014-05-04,0,962.6,24.6,17,12.3,87,59,5.6,0.6
2014-05-05,0.2,961,21.7,17.9,15.3,92,74,7.3,0.4
2014-05-06,2.4,961.6,24.6,19,17.1,90.7,61,3.9,0.4
2014-05-07,0.4,962.3,27.5,19.2,15.6,89.5,60,3.3,0.3
2014-05-08,0.6,959.8,26.6,21.1,16.7,82.7,52,6.6,1
2014-05-09,2.4,959.7,22,15.6,12.3,81.2,40,5.4,0.5
2014-05-10,0.4,964.3,18.2,13,8.6,90,72,7.3,0.6
2014-05-11,0.6,967.6,19.9,14.7,9.8,81.3,52,7.8,1.1
2014-05-12,0.2,964.2,21.6,15.5,11.8,86.4,58,5,0.4
2014-05-13,0.2,961.7,20.7,15.4,11.5,91.1,71,3.8,0.4
2014-05-14,0.2,963,19.4,16.3,13.6,92.9,77,1.7,0.1
2014-05-15,0,962.2,22.7,17.3,14.4,88.8,63,3.7,0.3
2014-05-16,23.4,960.4,24.9,17.5,12.7,84.8,54,17.4,0.7
2014-05-17,0,962.4,23.1,17.6,14.3,83.8,55,5.2,0.6
2014-05-18,0.2,961.9,22.5,15.9,12.6,91.8,69,4.3,0.4
2014-05-19,0.2,962.6,22.1,17.1,14.1,88.2,61,4.8,0.6
2014-05-20,0,961.7,23.1,17.1,13.9,88.9,62,3.2,0.2
2014-05-21,0.4,957.9,19.6,17,14.3,93.7,84,3.1,0.3
2014-05-22,35.8,953.9,18.9,17.5,16.7,94.7,87,7.8,0.4
2014-05-23,2.2,960.9,17.3,14.6,14.2,92.5,78,3.9,0.6
2014-05-24,4.2,964.3,16.7,10.8,6.2,86,54,3.4,0.3
2014-05-25,0,962.8,13.8,11.8,8.6,94,86,2.4,0.2
2014-05-26,24.8,958.6,19.9,14.6,11.4,87.7,61,12.3,1.1
2014-05-27,1.2,964,19.9,14.3,10.4,86.9,60,3.9,0.4
2014-05-28,0.2,965.4,18.3,13.7,10.5,85.5,62,5.1,0.5
2014-05-29,0.2,966,20.9,12.6,6.7,83.5,42,6,0.5
2014-05-30,0.2,965.8,21.8,13.6,8.5,86.8,57,9.2,1
2014-05-31,0.2,961.7,15,13.1,10.2,96.3,89,3.2,0.3
2014-06-01,17.4,955.9,22.3,16.1,13.1,82.9,49,9.8,1.1
2014-06-02,0,958.7,18.4,11.7,7.1,75.2,42,7.2,1
2014-06-03,0.4,961.3,18.9,8.1,3.1,83.5,32,4,0.3
2014-06-04,0.2,960,19.5,8.2,1.9,85.1,42,3,0.1
2014-06-05,4.6,955.6,17.5,12.5,3.5,93.8,77,5.9,0.5
2014-06-06,39.8,954.1,19.4,16.2,11.7,94.3,81,7.7,0.5
2014-06-07,2.6,954.1,17.8,16.5,15.8,96,92,9.2,0.7
2014-06-08,16.2,955,16.7,15.5,14.5,97,96,6.6,0.6
2014-06-09,46.6,964.8,15.9,14.1,13,91.5,75,4.4,0.4
2014-06-10,0.2,970.6,18.2,13.8,10.8,89,68,3.7,0.4
2014-06-11,0,969.2,20.1,15.1,12,88.2,64,4.9,0.9
2014-06-12,2.8,965.6,23.9,17.7,13.9,88.8,67,7.2,1.2
2014-06-13,0,965.4,22.4,18,14.5,89.4,72,5.6,0.4
2014-06-14,0.6,964.9,22.8,19,16.1,90.9,76,7.8,1
2014-06-15,8.4,966.9,21.5,17.3,15.2,89.4,71,7.8,0.6
2014-06-16,0.2,965.7,23.2,18.2,15.7,89.6,69,4.7,0.5
2014-06-17,0.2,964.7,24.1,18.6,14.7,86.8,63,4.7,0.5
2014-06-18,18,966.6,18.5,14.7,14.4,92,76,8.5,1.4
2014-06-19,0,970.2,15.9,9.6,4.9,82,54,4.9,0.4
2014-06-20,0,967.9,17.5,10.2,6,86.1,60,4.2,0.3
2014-06-21,0.2,967.6,16.6,11.2,7.6,87.9,60,3.2,0.2
2014-06-22,0,967,20.3,13.5,8.8,86.8,62,3.1,0.3
2014-06-23,0,964.7,20.3,15.2,11.2,90,69,4.4,0.4
2014-06-24,1.4,962.6,17.8,15,12.5,96.2,90,3.8,0.3
2014-06-25,4.6,960.5,16.7,15.1,13.8,94.8,85,7.5,0.8
2014-06-26,14.6,960.1,16.9,15.2,13.5,97,97,4.8,0.5
2014-06-27,22,961.5,16.2,15.2,14.5,97,96,9,0.6
2014-06-28,42.6,962,17.2,16.1,14.9,97,97,7.6,0.9
2014-06-29,10.6,957.7,19.2,16.2,13.5,85.2,68,9.6,1.9
2014-06-30,1.4,957.8,16.8,14,12.5,73,62,11.8,3.1
2014-07-01,0,960.6,18.2,12.7,9.4,78.1,57,8.1,1.8
2014-07-02,0.2,962.7,15.9,10.6,6.3,93.3,70,1.8,0
2014-07-03,0,963.5,23.9,15.3,9.4,87.3,58,2.4,0.2
2014-07-04,0.2,963.8,26.4,17.9,12.5,89.3,59,3.5,0.2
2014-07-05,0.4,963.4,24.3,17.8,15,92.5,71,2.6,0.3
2014-07-06,0.4,963.7,19.2,15.4,13.2,95.7,82,2.4,0.3
2014-07-07,1.2,965.6,21.7,16.8,13.9,89.5,64,5.6,0.7
2014-07-08,0.2,970.1,16.2,13.8,12.9,92,84,4,1
2014-07-09,0.2,968.6,15.2,13.5,12.3,93.3,81,2.8,0.2
2014-07-10,1.4,967.5,19.1,15,12.6,91.7,68,4.7,0.6
2014-07-11,7.6,968.5,19.8,14,11.4,89.4,59,5.5,0.6
2014-07-12,0.4,969.9,17.3,14.2,10.6,91.8,82,3.5,0.5
2014-07-13,1,970.4,18.2,14.7,12.1,93.6,83,3.3,0.3
2014-07-14,0,969,19.4,15.7,13.4,89.5,70,4.1,0.4
2014-07-15,0.2,968.1,19.8,14.9,12,88.9,67,7.1,0.7
2014-07-16,0,966.5,20,16.1,13.4,90.1,72,3.4,0.3
2014-07-17,0,964.2,19.7,15.8,12.8,91.8,75,4.6,0.4
2014-07-18,0.4,961.4,17.9,14.5,13.9,77.6,51,13.6,1.7
2014-07-19,0,966.8,18,10.1,3.8,79,48,6.6,0.9
2014-07-20,0.4,967.4,19.2,9.5,4.8,86.5,44,3.4,0.2
2014-07-21,0.4,967.5,17.5,9.3,5,90.8,60,4.1,0.4
2014-07-22,0,965.2,21,13.2,6.1,84.5,53,6.4,0.5
2014-07-23,0,959.5,22.8,16.2,10.9,86.1,59,3.6,0.4
2014-07-24,0.6,955.1,18.2,15.7,15.2,91.6,75,6.2,1.1
2014-07-25,0,962.2,14.6,10.7,6.8,75.1,52,10.1,1.4
2014-07-26,0.2,966.1,15.3,7.3,2.8,92,67,3.4,0.2
2014-07-27,0.2,969.6,16.9,10.9,5.5,88.6,64,4.3,0.4
2014-07-28,0,973.4,13.3,11.2,7.3,94.5,88,2.9,0.2
2014-07-29,0.6,972.8,16,13.7,11.1,93.1,85,4.2,0.3
2014-07-30,1.2,969.7,19.8,14.9,13.1,87.1,61,4.2,0.5
2014-07-31,0.2,965.2,16.4,12.8,10.1,95,84,3.8,0.4
2014-08-01,0.6,962.1,24.4,16,11.3,90.9,62,11.3,0.7
2014-08-02,23.8,961.2,25.3,16.9,11,88.3,60,14.3,0.5
2014-08-03,0.4,957.4,26.1,18.6,12.9,88,56,5.2,0.4
2014-08-04,0.6,958.3,22.7,16.3,12.9,87.7,63,9.1,0.8
2014-08-05,0.4,969.1,19,11.1,6.1,80.8,51,5.4,0.6
2014-08-06,0.2,968.8,18.4,11.3,6.2,84.4,56,3.9,0.3
2014-08-07,0.2,965.8,21.6,12.4,7.2,90.6,58,2.8,0.2
2014-08-08,0.2,968.3,15.6,12.2,9.9,89.5,65,6.3,0.8
2014-08-09,0.2,967.7,14.9,12.7,10,89,79,2.8,0.4
2014-08-10,0.2,963.6,18.2,14.7,11.4,91,79,5.1,0.5
2014-08-11,0,961,25.2,16.8,14.1,86.7,51,3.8,0.4
2014-08-12,0.2,959.2,25.7,16.7,11.9,88.7,52,6,0.5
2014-08-13,12.6,965.5,17.7,13.2,9.3,66.9,32,7.6,1.8
2014-08-14,0,972.1,16.2,9.1,4,72.8,46,5.1,0.5
2014-08-15,0,972.4,16.2,10.9,5,84.7,65,4.8,0.6
2014-08-16,14,970.5,18.5,14.7,9.2,95.3,83,4.6,0.5
2014-08-17,2.8,967.4,21.2,16.7,14.2,89.6,68,4.2,0.4
2014-08-18,0.2,965.5,22.3,16.7,14.4,89.8,63,4.1,0.6
2014-08-19,0,965.7,24.8,17.1,13,84.3,47,4.9,0.6
2014-08-20,0.2,966.7,25,15.9,11.9,85.8,39,4.2,0.4
2014-08-21,0.2,965,24.2,15.4,9.9,84.1,50,4,0.5
2014-08-22,0.4,962.2,27.3,16.5,9.6,84.9,46,3.7,0.4
2014-08-23,0,960.9,27.8,19,11.3,77,43,5.3,0.8
2014-08-24,0.2,957.7,27.3,19.2,14.6,82.2,51,5.3,0.4
2014-08-25,0.2,955.7,26.2,17.9,13.4,82.8,43,14.2,1.2
2014-08-26,18,959.1,19.9,13.5,7.9,66.7,37,11.5,2.4
2014-08-27,0,962,18.6,10.6,5.2,66,30,10.4,1.4
2014-08-28,0.2,963.8,18.6,9.6,4.1,83.7,51,5.7,0.5
2014-08-29,0,965.4,17.9,13.1,8,78.7,55,6,0.8
2014-08-30,0.2,964.5,18.1,12.5,7.9,88.8,70,6.5,0.7
2014-08-31,12.4,959.6,16.3,13.9,10.9,95.8,90,6.1,0.5
2014-09-01,2.8,957.2,26.9,16.7,11.9,86,42,5.6,0.6
2014-09-02,0,958.2,18.7,15.8,13.6,91.6,86,14,1.3
2014-09-03,16.4,959.5,22.9,16.7,13.1,85.8,61,8.4,1.7
2014-09-04,0.2,968.6,18.9,15.1,12.5,81.7,64,10.7,2.2
2014-09-05,1.6,968.9,16.4,14.2,12.6,91.4,80,7.6,1.1
2014-09-06,1.2,964.5,20.4,15.6,12.7,87.8,67,5.6,0.9
2014-09-07,9.2,964.1,23,17.7,13.8,86.9,63,9.2,0.5
2014-09-08,0,965,26.2,19,13.9,82.7,55,6.3,0.6
2014-09-09,0.2,960.8,27.5,19.7,15.8,86.2,56,4,0.4
2014-09-10,0.2,956,30.5,21.3,16,78.7,36,10.8,1.1
2014-09-11,0.2,959.8,21.2,17.8,15.4,85.7,73,6.4,2.2
2014-09-12,0,963.9,18.8,16.6,14.7,88,79,4,0.6
2014-09-13,0,963.7,27.4,19.3,15.5,80.6,39,3.1,0.5
2014-09-14,0.2,961.3,27.1,19.2,11.9,78.6,50,5.6,1
2014-09-15,0.8,957,27.2,20.5,17.2,77,47,10.6,2.1
2014-09-16,0,959.9,24.3,17.6,12,63.6,31,7.6,1.6
2014-09-17,0,963.8,21.2,16.7,13.2,75,51,8.4,1.1
2014-09-18,2.4,962.9,16.4,14.8,13.9,92.8,79,7.1,0.7
2014-09-19,29.6,957,20.9,17,14.6,91.7,75,5.3,0.9
2014-09-20,0.2,956.3,26.9,19.3,15.7,81.7,46,10,1.2
2014-09-21,0.4,959.9,23.3,16.6,9.9,68.9,24,9.3,1.4
2014-09-22,0.2,965.2,21.2,13.7,6.7,75.5,46,9.9,1.1
2014-09-23,0,962.7,23.8,16.4,11.1,77.4,45,7.1,1
2014-09-24,13.6,960.1,21.1,16.7,14,92.9,73,9.1,0.8
2014-09-25,4.8,959.7,21.8,17.7,15.3,89,72,4.2,0.4
2014-09-26,19.4,956.2,25,19.9,16.3,87.9,73,7.9,1.6
2014-09-27,6.8,963.1,19.4,15.6,13.9,90.4,79,8,1.7
2014-09-28,0.8,963.5,16.6,15.2,14.1,92.2,86,3.7,0.5
2014-09-29,42.2,958.2,19.6,17.4,14.8,95.2,87,17.3,1.2
2014-09-30,6.4,958.9,17.9,16.6,15.6,96.9,95,4,0.4
2014-10-01,53.2,958.8,28.2,20.4,16,80.2,45,8.9,2.1
2014-10-02,0,968.6,23.9,16.6,10.8,71.6,44,8.9,1.8
2014-10-03,0,972.8,20.3,14.5,8.1,71.5,44,9.2,2.3
2014-10-04,0.6,971,18.1,14.5,11.3,76.4,57,9.4,2.3
2014-10-05,0,969.4,19.3,15.5,12.5,74.9,55,7.5,1.6
2014-10-06,0.4,967.2,21.4,15.3,10.7,83.5,54,6.1,0.8
2014-10-07,0.4,963.7,24,18.1,14,75.7,51,5.3,0.7
2014-10-08,0,961.2,24.3,19,15.9,82.6,61,6.3,0.8
2014-10-09,0,958.7,28,21,16.7,77.1,47,5,0.5
2014-10-10,0,958.1,30.6,22,16.6,76.9,32,5.7,0.7
2014-10-11,0.2,960.3,29.5,21.9,16.4,76.9,41,7.6,1.2
2014-10-12,27.8,960.2,28.6,21.9,19.3,83.9,52,6.7,1.1
2014-10-13,0.8,958.7,27.2,21.6,19.1,89,62,15.5,1.1
2014-10-14,41.4,960,26.3,20.8,17.8,86.4,61,8.7,1.6
2014-10-15,0,963.5,25.8,21,18.2,81.4,61,7.8,1.6
2014-10-16,0,961.7,24.7,20.1,17.9,86.8,66,11,0.9
2014-10-17,2,960.7,24.4,19.5,18.2,88.2,61,13.4,1.3
2014-10-18,11.6,957.9,25.9,19.6,16,85.5,59,11.7,1.1
2014-10-19,1,957,21.3,18.3,16.7,91.5,70,10.9,0.9
2014-10-20,3.2,960.7,24.7,18.6,14.8,85,61,6,0.9
2014-10-21,0,965.2,23.1,17.1,11.9,74.3,50,6.6,1.2
2014-10-22,0,966.2,22.7,17.6,14.6,74.4,54,6.4,1.3
2014-10-23,0.2,964,24.5,17.7,12.4,78.3,52,7.4,0.8
2014-10-24,0,960.2,26.2,19.9,16.4,81.9,54,5.2,0.7
2014-10-25,0,958.6,25.9,21.1,17.9,81.4,60,6.5,1.1
2014-10-26,0,959.2,26.3,21.3,18.2,80.8,59,6,1
2014-10-27,0,961.2,28.3,21.9,17,73,44,6.5,1.3
2014-10-28,0,960.6,29.9,21.9,17.8,74.1,33,6.7,1.2
2014-10-29,0,956,29.4,21.7,16.4,70.5,36,6,0.7
2014-10-30,0,953.7,32.6,21.6,15.7,79.7,33,19.6,0.6
2014-10-31,9.2,956.8,28.3,22,18.9,85.8,60,7.4,1.1
2014-11-01,0.6,959.4,27.7,23.3,20.8,85.5,66,7.1,0.6
2014-11-02,0.4,961.4,25,21.4,20.1,89.9,71,5.1,0.6
2014-11-03,7.6,956.8,27.5,22.7,20.1,86.2,62,4,0.7
2014-11-04,1.4,955.3,23.6,21.2,20.8,92.2,74,11.6,0.6
2014-11-05,12.4,960.6,20.1,17.7,15.4,86.2,76,6.8,1.8
2014-11-06,0.4,963.3,21.4,17.9,14.8,86.3,71,4.5,0.7
2014-11-07,9.8,958.3,19.7,17.9,16.8,94.5,88,11.2,0.9
2014-11-08,8.6,956.4,29.4,21.6,16.9,76.3,27,5.3,0.8
2014-11-09,0,959,29,20.9,14.1,72,26,6.8,1
2014-11-10,0,959,29.3,20.7,14,71.6,31,7.9,1
2014-11-11,0.2,957.4,27,20.1,14,72.5,30,5.3,0.6
2014-11-12,0.8,953.7,26.4,20.7,17.3,71.6,35,6.2,0.8
2014-11-13,3.4,953.8,27.6,21.2,17.3,74.9,36,8.2,1.4
2014-11-14,0,959.2,23.6,17.3,12.6,77.4,46,9,1.2
2014-11-15,14,962.5,24.9,18.2,13.8,73.7,37,7.2,1
2014-11-16,0,962.7,27.5,19.6,14.2,68.8,28,7.6,1
2014-11-17,0,962.3,28.2,19.8,14.2,68,26,7.3,1.1
2014-11-18,0,961.3,25.8,18.2,11.6,70.8,44,8.3,1.5
2014-11-19,0,959.6,25.9,19.7,15.5,75.9,49,6.5,1.1
2014-11-20,2.4,959.5,25.1,20.3,17.6,81.4,54,5.6,0.9
2014-11-21,1.8,958.3,26.8,21.4,18.3,81.4,52,4.6,0.6
2014-11-22,16.6,955.5,27.8,22.5,19.5,81.8,57,8.3,1.4
2014-11-23,0.2,957.9,28.6,21,16.3,79,40,10,1.2
2014-11-24,0.2,960.1,25.2,19.8,16.2,83,66,6.3,1
2014-11-25,4.8,956.2,21.1,19.9,17.8,93.1,84,4.8,0.9
2014-11-26,24.4,953.3,29.1,22.3,18.8,79.7,40,9.3,1.4
2014-11-27,1.6,957.4,28,21.3,17.3,81.6,40,7.1,0.7
2014-11-28,4.8,960.7,27.6,21.8,17.5,78.4,52,6.5,1.2
2014-11-29,0.2,962,27.3,22,18.4,71.5,49,8.8,1.7
2014-11-30,1.4,961.2,25.1,21,18.2,81.8,61,8.6,1.7
2014-12-01,0,959.8,25.6,21.3,19.1,83.1,64,4.2,0.5
2014-12-02,0,957,32.3,24.1,17.9,74,36,8.3,1.1
2014-12-03,0,955.4,27,23.1,19.7,77,51,6.4,0.9
2014-12-04,0.6,959.5,28.7,21.4,15.1,67.2,20,7.1,1.5
2014-12-05,0.2,963.2,27.9,19.6,11.3,62.2,22,9.5,2
2014-12-06,0,962.5,27.3,19,10.8,69.1,44,7.6,1.4
2014-12-07,0,960.7,31.8,22.9,17.4,69.2,23,6.8,0.9
2014-12-08,0,959,33.2,25.8,21.2,61.5,20,6.8,1
2014-12-09,0,956.9,30.9,22.4,18.2,82.2,33,9.5,1
2014-12-10,4.8,955.1,28.3,23.1,20.1,85,61,6.4,0.8
2014-12-11,0,956.8,29.9,23.1,20.3,88.7,58,5.4,0.8
2014-12-12,12.4,956.7,28.5,22.7,20.3,89.7,63,7.4,0.3
2014-12-13,23.6,952.4,31.6,24.3,19.7,77.1,41,9,1.4
2014-12-14,0.2,956.6,29.5,22,16.8,68.5,21,8,1.3
2014-12-15,0,961.4,26,20.1,15.3,74,44,7,1.1
2014-12-16,0,962.1,26.2,20.4,14.7,75.5,46,6.6,1.4
2014-12-17,0,958.6,26.3,20.5,15.7,78.7,52,5.5,0.6
2014-12-18,0,955.4,30,22.1,18.7,82.5,27,10.7,0.7
2014-12-19,11.4,955.6,23.4,20.2,18,86.8,68,5.7,1.1
2014-12-20,11,953.2,28.2,22.6,19,86.4,68,4.3,0.5
2014-12-21,0,950.6,29.5,24.3,21.9,86,66,12.9,2
2014-12-22,40,955.3,24.3,20.1,19.7,94.1,81,10.8,0.9
2014-12-23,3.8,963,21.4,17.6,14.6,83.4,68,7.1,1.2
2014-12-24,0.4,963.6,23.7,17.7,12.5,79.5,44,6.7,1.2
2014-12-25,0.2,963.6,22.5,19.2,16.7,89.1,79,2.8,0.5
2014-12-26,0.2,963,29.7,23,18.1,83,35,9.2,0.8
2014-12-27,56.6,960.3,25.2,21.4,18.8,90.3,57,9.4,0.3
2014-12-28,0.8,956.1,31.7,22.6,19.2,85,34,22.2,1.2
2014-12-29,34,954.5,30.7,23.6,19.4,77.5,32,9.4,1.1
2014-12-30,7.4,954.5,31,24,21.1,71.7,38,12.8,0.8
2014-12-31,5,954.2,24.6,21.6,19.3,86.3,66,5.2,0.6
2015-01-01,1.8,954.4,30.5,23,19,80.9,43,14.8,1.4
2015-01-02,12,955.2,26.3,22.8,19.6,79.5,53,7.8,1.3
2015-01-03,0.2,960.6,23.6,20.5,18.2,84.7,72,5.9,1.3
2015-01-04,0,961.2,29.7,21.9,18.2,76.5,36,9.8,1
2015-01-05,22.6,962.1,28.4,21.6,16.7,84.5,62,5.9,0.8
2015-01-06,0.4,961.3,31.1,24.4,20.2,79.2,51,6.1,1
2015-01-07,0.2,958.6,32.3,25.3,21.3,78.8,50,7.1,1
2015-01-08,1.4,958.9,33.6,24.3,20.6,81.5,41,13.7,1.2
2015-01-09,99.4,958.4,31.6,23.4,19.9,82.8,52,11.3,1
2015-01-10,0,958.9,31.1,23.1,20.4,82.5,47,19.7,1
2015-01-11,26.8,959,31.3,23.4,19,81.3,44,16,1.4
2015-01-12,0.8,958.1,34.4,25.3,20,70.7,31,7.1,1.3
2015-01-13,1.2,959.4,31.9,24.8,21.7,73.8,48,10.8,1.6
2015-01-14,13.4,958.6,32.5,23.5,20,80.2,42,19,1.5
2015-01-15,7.4,960.7,30.9,23.2,20.1,78.3,41,17.4,1.2
2015-01-16,16.8,961,30.8,23.6,19.3,78.4,48,4.1,0.5
2015-01-17,9.2,959.1,30.7,22.2,19.7,85.4,51,17.2,1.1
2015-01-18,19.8,958.9,31.8,22.4,19,86.8,52,14,0.9
2015-01-19,18,959.2,32.3,24.4,20,78.8,34,11.1,0.9
2015-01-20,0,958.4,30.6,23.3,20,84.4,45,13.2,0.8
2015-01-21,14.8,959.8,27.7,22.8,19.8,78.5,53,6.7,1.1
2015-01-22,0,963.3,28.1,21.3,15,70.3,42,7.6,1.8
2015-01-23,0,962.9,27.8,20.4,13.5,74.8,42,8.2,0.9
2015-01-24,0,959.2,30.5,22.5,16.4,74.3,38,6.4,0.9
2015-01-25,6.6,958,29.5,22.3,17.4,80.3,50,13.4,1.3
2015-01-26,0.8,957.4,31.7,23.2,18,75.4,27,6.2,0.7
2015-01-27,0,957.8,30.9,23.4,19.2,79.1,40,11.5,0.8
2015-01-28,0.8,956.9,30.6,23,19.9,85.3,37,14.6,0.9
2015-01-29,14,955.4,29.2,22.6,20.8,87.4,43,12.2,1.4
2015-01-30,18,961.2,22.6,19,17.7,90.6,75,6,0.6
2015-01-31,4.4,963.8,21.8,18.9,16.8,88.8,77,6.1,1
2015-02-01,1.4,962.6,24.9,20.7,17.9,86.1,62,4.1,0.8
2015-02-02,0,960.4,30.2,22.9,19.5,76.6,33,15.2,1
2015-02-03,18.4,958.2,28.6,21.7,18.3,80.3,43,14.2,0.8
2015-02-04,0.2,955.5,26.8,21.6,18.8,83.7,55,11.2,1.4
2015-02-05,13.8,953.8,25.9,20.8,17.4,84.6,52,8.7,1.3
2015-02-06,0.2,953.1,27.2,20.4,15.7,81.5,40,7.7,0.7
2015-02-07,0.6,953.3,30.2,22.9,18.7,71.7,26,8.4,1.5
2015-02-08,0,956.4,29.3,22.8,17.5,73.9,41,5.7,1
2015-02-09,0.2,957,29.7,23.9,19.9,76.5,51,6,1.3
2015-02-10,0,957,31.9,25.3,21,76,46,6.5,0.6
2015-02-11,0,957.7,33.2,25.4,22.6,79.5,47,14.3,1
2015-02-12,10.8,958.3,33.5,25.1,21.6,79,48,12.8,1.1
2015-02-13,21.4,960.3,29.5,23.6,20.4,79.8,44,8.4,1.3
2015-02-14,3.6,960.9,24.5,21.5,20.2,88,66,6.5,1.2
2015-02-15,11.6,960.5,25.4,21.1,19,84,57,7.1,1.1
2015-02-16,0.2,960,27.4,20.4,15,78,47,6.3,0.9
2015-02-17,0,959.1,23.6,20.6,17.4,85.7,69,4.8,0.8
2015-02-18,1.4,955,28.1,21.3,18.2,84.4,55,7,1.2
2015-02-19,20.8,952.8,30.6,23.5,20.1,82.5,42,9.3,1.1
2015-02-20,11.8,956.4,30.2,24.1,20.1,76.8,42,8.4,0.7
2015-02-21,0,962.6,25.5,23.2,21,83.7,74,5.2,0.8
2015-02-22,8.4,963.7,27.9,23.2,18.7,81.2,51,12.3,0.8
2015-02-23,1.6,962.4,29.7,22.6,19,80.1,43,10.6,1
2015-02-24,1,961.1,26.1,20.9,19.1,89.5,67,12.2,0.5
2015-02-25,11.6,960.6,30.8,21.9,16.5,81.9,47,4.8,1
2015-02-26,0,958.2,31.8,23.7,18.9,81.1,51,16.3,1.3
2015-02-27,1,955.6,32.5,24.6,20.1,77.6,39,8.1,1.3
2015-02-28,0,960.1,28.8,23.1,18.4,76,46,7.6,1.6
2015-03-01,0,963.9,27,20.9,15,73,46,7.7,1.8
2015-03-02,0.6,962.5,27.8,21.9,17.5,76.6,35,8.3,1.4
2015-03-03,0,961,29.3,23.3,19.5,75,40,6.1,1.1
2015-03-04,0,960.4,29.4,23.4,18.4,75.8,45,6.3,1.2
2015-03-05,0,958.7,28.7,23.6,21.2,84.2,63,7.6,0.7
2015-03-06,4.2,957.9,29.5,23.4,20.7,81.8,45,7.6,1.3
2015-03-07,0,958.6,29.2,22,17.3,78.1,42,6.3,1.2
2015-03-08,0,958.6,30.8,22.7,17,72.8,35,7.4,1.1
2015-03-09,0,957.2,28.5,22,18.4,82.7,40,9.4,0.8
2015-03-10,3.8,955.3,28.1,21.1,17.2,86.7,52,6.2,0.4
2015-03-11,0.4,953.6,29.8,22.5,17.5,77.3,44,8.3,1.6
2015-03-12,0.6,955.5,30.1,21.5,15.6,75.8,33,7.8,0.6
2015-03-13,0,957,29.5,23.1,18.3,77.9,50,6.2,1.4
2015-03-14,0,958.1,31.1,24.4,20.1,73.6,32,6.5,1
2015-03-15,0,958.4,30.4,23.1,19.8,80.4,43,16,0.6
2015-03-16,13,958.7,30.2,23.2,19.7,78.3,37,7,1.1
2015-03-17,0.2,961,28.2,20.9,15.2,75.1,38,8.2,1.3
2015-03-18,0,962.2,28.4,22.2,19,74.4,42,6.8,1.3
2015-03-19,0,963,25.7,20.9,16.4,77.5,55,7.4,0.9
2015-03-20,0,959.3,27.1,20.9,18,84.6,49,4.7,0.6
2015-03-21,0.4,956.1,28.1,21.3,17.8,82.4,43,11.7,1
2015-03-22,12.6,958.4,21.7,18,15.9,85.9,70,5.6,1.2
2015-03-23,0.2,962.9,23.4,18,13.8,85,64,5.4,0.6
2015-03-24,0,964.9,27.2,20.8,16.7,78.5,40,6.5,1
2015-03-25,0,963.8,27.6,20.8,16.1,77.5,41,7.3,0.6
2015-03-26,0.2,959,28.8,21.6,16.5,80.8,47,7,0.8
2015-03-27,2,961,23.2,19.9,19.5,94.4,69,6.6,0.8
2015-03-28,10.4,963.4,19.6,18.7,18.2,95.5,94,3.9,1
2015-03-29,18.8,961.6,19.3,18.4,17.9,95.5,90,6.5,1.3
2015-03-30,25.8,957.2,25.3,19.5,17.6,93,68,4.4,0.7
2015-03-31,2,957.7,26.8,19.5,14.6,82,45,8.5,1.2
2015-04-01,0.4,960.4,28.2,19.5,14.7,80.4,38,4.8,0.5
2015-04-02,0,962.5,27.1,20.5,14.9,77.4,42,6.3,0.8
2015-04-03,0,960.8,26.9,20.2,16.2,78.3,42,5.9,0.7
2015-04-04,0.2,957.9,26.3,18.7,13.6,83,47,5.4,0.6
2015-04-05,0,954.1,19.9,18.2,16.3,94.2,83,9.1,1
2015-04-06,15.2,955.9,24.4,18.4,15.7,81.8,54,7.6,1.3
2015-04-07,0.2,962.3,23.6,15,8.5,80.8,41,5,0.7
2015-04-08,0.2,963.7,24.2,16.2,9.8,81.3,45,5.3,0.7
2015-04-09,0,964.1,24.9,17.6,12.6,81.8,50,6.3,0.5
2015-04-10,0.2,964.8,26.8,18.5,13.5,84.1,48,4.9,0.4
2015-04-11,0.2,962.9,26.9,19.7,15.6,81.1,47,5.8,0.5
2015-04-12,0.2,961.7,27.9,19.6,14.2,79.8,43,5.1,0.7
