"Data","precipitacao_total","pressao_atmosferica","temperatura_maxima","temperatura_media","Temperatura_minima","umidade_relativa_media","umidade_relativa_minima","vel_vento_max","vel_vento_med"
2017-08-26,0,964,22.9,17.2,14.7,73.1,56,4.7,0.6
2017-08-27,0,962.3,22.5,17.1,13.7,82.7,67,4.5,0.5
2017-08-28,0,963.1,22,18.1,15.9,81,67,3.8,0.5
2017-08-29,0,962.3,24.6,18.3,15.1,82.3,58,5.1,0.4
2017-08-30,0.2,960,30,19.6,13.6,77.3,28,8.9,0.8
2017-08-31,0.4,966.5,22.5,16.6,12.4,80.7,56,6.4,1.7
2017-09-01,0,970.7,20.1,16.2,13.9,80.6,63,7,1.3
2017-09-02,0.4,970.8,19.3,15.8,14,86.9,69,5.4,0.9
2017-09-03,NA,NA,NA,NA,14.2,NA,82,3.2,NA
2017-09-04,NA,NA,NA,NA,NA,NA,58,6.3,NA
2017-09-05,NA,NA,NA,NA,NA,NA,44,8.7,NA
2017-09-06,0,965.1,22.8,18,14.1,80,54,7.3,1
2017-09-07,0,964.5,28.1,19,14.8,77.7,39,3.5,0.3
2017-09-08,0,961.6,26.9,19.4,14.9,79.6,47,4.6,0.4
2017-09-09,0,961.7,24.2,18.5,15.4,86.4,64,4.1,0.5
2017-09-10,0,961.1,27.5,18.8,12.7,77.2,38,4.4,0.9
2017-09-11,NA,NA,25.2,NA,15.3,79.3,43,4.1,NA
2017-09-12,NA,NA,NA,NA,15.3,NA,49,2.7,NA
2017-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-09-14,NA,NA,NA,NA,NA,NA,25,9.1,NA
2017-09-15,NA,963.9,26.4,20.7,15.8,75.5,46,7.5,1.7
2017-09-16,0,964.8,24.4,19.6,17.2,77.8,54,4.3,0.7
2017-09-17,0.4,964,19.3,18.4,18,91.6,82,4.8,0.7
2017-09-18,0,965.5,22.7,17.9,15.8,83.5,65,4.9,0.7
2017-09-19,0,965.3,26.3,19.3,15.1,82.7,39,5.5,0.7
2017-09-20,0,965.7,28.3,21,17.9,74.8,38,5.5,1.1
2017-09-21,0,964.4,28.5,20,14.3,70.7,34,7.1,0.7
2017-09-22,0,961.4,30.8,20.8,15.4,77.8,41,3.9,0.4
2017-09-23,0.2,962.8,27.3,20.7,17,78.7,46,5.7,1
2017-09-24,0,966,22.5,19,17,78.8,63,5.5,1.8
2017-09-25,0,967,23.1,18.4,15.9,81.8,65,5,1.1
2017-09-26,0,NA,24.8,NA,14.1,82.7,49,7,NA
2017-09-27,NA,NA,NA,NA,NA,65.3,49,6.5,NA
2017-09-28,0,962.8,21.4,17.5,15.7,90.8,75,4.4,0.7
2017-09-29,NA,NA,NA,NA,NA,NA,86,4.6,NA
2017-09-30,NA,NA,NA,NA,NA,81.9,61,6.6,NA
2017-10-01,3.8,948.3,28.2,19.5,12.8,80.7,49,8.9,1.3
2017-10-02,3,949.6,24.3,18,13.8,80,55,17.3,1.3
2017-10-03,7.2,958.9,22.5,15.6,9.2,65.3,27,12.8,2.1
2017-10-04,0,963.7,26.4,15.7,6.4,65,23,9.2,1.7
2017-10-05,0,961.4,25.9,NA,8.4,80,47,6.8,0.8
2017-10-06,NA,961,27.9,19.4,16.8,85.5,55,15.7,0.9
2017-10-07,20.6,963.8,24.2,18.6,16.6,81,60,10.8,2.6
2017-10-08,6.2,961.5,19.4,16.5,14,86.3,67,7.2,0.7
2017-10-09,1.2,957.2,25,19.5,15.9,86,63,15.2,1.1
2017-10-10,0.6,958.5,22.4,18.7,15.7,91.8,77,8,0.6
2017-10-11,3.6,958.1,26.9,20.2,16.7,87.7,61,8.1,0.8
2017-10-12,2.2,959.6,25.2,19.3,16.6,91.7,65,8,1.4
2017-10-13,10.6,NA,27.5,NA,18.2,89.9,61,5.9,NA
2017-10-14,NA,NA,NA,NA,NA,NA,65,5.6,NA
2017-10-15,NA,NA,NA,NA,NA,NA,59,7.8,NA
2017-10-16,0,967.1,23.1,17.6,12.6,76,49,7.8,1.8
2017-10-17,NA,NA,NA,NA,16.2,76.3,55,6.6,NA
2017-10-18,NA,960.7,28.7,20.8,17.2,81.4,57,6.3,0.6
2017-10-19,0,956.6,26.3,20.5,18.9,85.2,47,12.9,1
2017-10-20,0,960.7,21.6,17.8,15.1,80,65,5.9,1.5
2017-10-21,4,957.9,18.9,17.3,16.4,95.3,81,6.5,0.5
2017-10-22,10.8,958.5,24.4,18.9,15.5,79.9,50,11.4,1.4
2017-10-23,NA,963.7,23.7,NA,7.1,65.8,24,7.6,1.2
2017-10-24,0,964,24.4,17.3,13.3,71.5,47,6.6,1.4
2017-10-25,1.8,NA,NA,NA,12.6,93.4,78,4.9,NA
2017-10-26,NA,NA,NA,NA,NA,76.2,63,7.5,NA
2017-10-27,0,951.3,27.2,20.8,17.2,80.3,45,12.8,1.6
2017-10-28,3.2,950.8,27,20.4,16.1,64.3,29,12.8,3.1
2017-10-29,0,957,26.4,17.8,10.6,81.5,54,10.1,1.6
2017-10-30,6.6,954.4,23.6,19.4,16.4,84.3,62,11.3,1.1
2017-10-31,2.6,955.9,29.5,21.6,17.8,66.3,13,8.2,1.6
2017-11-01,0,962.6,25.8,18.6,13.9,62.1,26,8.5,1.6
2017-11-02,0,964.4,24.1,17.2,10.8,68.4,46,8.6,2.1
2017-11-03,0.6,959.4,21.1,17.6,14.3,81,63,13.4,0.8
2017-11-04,15.2,953.9,20.7,16.2,13.3,95.7,80,7.9,0.5
2017-11-05,22.8,NA,NA,NA,12.5,92,59,4.3,NA
2017-11-06,NA,NA,NA,NA,NA,69.7,61,7.8,NA
2017-11-07,0,961.7,23.3,17.7,14.2,77,58,10,1.9
2017-11-08,0.6,959.9,24.3,17.3,13.8,84.7,58,9,1.3
2017-11-09,0.2,958.6,25.4,19.5,15.9,80.8,56,5.4,0.8
2017-11-10,0.2,954.7,21.6,19.1,18.1,92.5,81,8.5,0.7
2017-11-11,27,953.3,26.7,18,9.6,71.5,28,9.5,1.2
2017-11-12,0,952.3,27.8,18.9,11,53.8,14,11.3,1.9
2017-11-13,0,957,29.1,17.8,6.7,56.8,13,6.7,1
2017-11-14,0,959.9,28.8,19.4,9.9,65.3,19,8.3,1.3
2017-11-15,0,957.6,30,19.9,10.2,65.1,25,6.9,1
2017-11-16,0,954.3,34.1,23,16.5,73,23,11.8,1.4
2017-11-17,3.2,954.3,26.7,21.2,17.3,82.2,58,8.6,1.5
2017-11-18,37.6,951.7,25.3,20.7,17.7,88.4,67,9.8,1.5
2017-11-19,9.8,954.7,26.9,19.9,14.9,80.7,49,9.8,1.8
2017-11-20,0,958.4,26.7,19.7,14.9,79.1,52,6.2,0.9
2017-11-21,0,956.4,24,19.7,17.8,86.8,66,7.1,0.7
2017-11-22,2.6,954.8,26.3,20.2,15.9,71.1,31,9.1,1.8
2017-11-23,0,959.5,23,17.4,14,77.1,56,7.9,1.4
2017-11-24,0,959.6,30.3,21,14.7,71.1,22,5.5,0.9
2017-11-25,0,959.1,25.8,20.1,14.9,76.8,53,8.4,1.6
2017-11-26,8.4,952.6,28.2,21.7,17.7,74.1,41,11,2.1
2017-11-27,0,957.3,29.2,21.4,16.3,73.4,32,9.4,1.6
2017-11-28,0,961.9,30.2,20.4,13.9,77,32,10.9,1.3
2017-11-29,14.8,960.7,27.4,20.2,16.3,76.6,38,9,1.3
2017-11-30,0,957.8,24.5,19.4,15,76.9,54,8,1.7
2017-12-01,0,957.9,27,19.8,16.1,75.7,47,8.5,1.8
2017-12-02,NA,NA,NA,NA,NA,64.2,38,7.5,NA
2017-12-03,0,956.8,29.1,21.1,15.3,75.1,35,6.5,0.7
2017-12-04,0,955.8,29.2,22.8,19.6,77.2,41,9.5,1.3
2017-12-05,7.4,959.5,27.7,21.8,17.6,80.3,55,7.1,1.4
2017-12-06,5.8,959.1,27.8,21.8,18.5,82.2,52,8.9,1.8
2017-12-07,0.2,955.1,29.5,22,18.7,78,43,12.7,1.3
2017-12-08,28.6,952.9,29.9,22.7,18,78.1,39,8.1,1.2
2017-12-09,0,953.6,30.3,23.2,18,69.5,30,9.4,1.6
2017-12-10,0,950.8,32.3,23.5,17.5,71.2,31,7.6,1.1
2017-12-11,0.6,952.6,30.8,22.2,15.4,64.8,17,9.1,1.4
2017-12-12,0,961.1,25.5,19.3,15.6,67.1,41,7.6,1.8
2017-12-13,0,962,27.7,20,13.6,73.6,46,6.9,1.3
2017-12-14,0,960.3,30.4,23.1,18.7,76.4,49,6.2,0.9
2017-12-15,0,957.7,33.3,23.6,19.8,80.2,36,12.2,1.2
2017-12-16,1.8,957.4,31.4,23.9,19.3,76.4,36,5.5,1.1
2017-12-17,0,956.7,34.6,24.8,21.5,76,35,19.4,1.7
2017-12-18,4.2,961.2,27.4,22.3,19.6,82.3,57,7.8,1.8
2017-12-19,0.4,963,24.6,21,18.2,86.1,72,7.2,1.2
2017-12-20,0.6,959.2,24.5,21.3,19.8,89.8,78,8.2,1
2017-12-21,25,956.6,30.5,22,17.7,81.4,33,13,1.1
2017-12-22,2.4,956.2,30.4,23.1,17,77.4,37,4.8,0.8
2017-12-23,0.2,953.8,29.9,23.5,20,84.6,53,16.2,1.1
2017-12-24,22.8,952.7,23.6,21.3,20.9,94.1,84,8,1.1
2017-12-25,18.8,958,21.6,19.1,17.4,88.1,74,4.4,0.8
2017-12-26,0.4,959.8,23,19.4,17,88,73,5.2,0.8
2017-12-27,0,959,30,22.7,17.7,81.4,47,9.5,1.2
2017-12-28,0,958.5,29.8,22.9,18.4,80.5,46,8.7,1.3
2017-12-29,4.2,957.2,22.6,20.7,19.7,91.3,82,7.1,0.9
2017-12-30,6.4,953.9,23.7,19.7,17.3,90.9,76,6.9,0.6
2017-12-31,2.8,953.1,28.4,22.5,19.2,82,58,6.7,0.7
2018-01-01,0,954,30.1,23.3,20.5,83.4,58,8.6,1.1
2018-01-02,3.2,949.6,28.3,22.9,20.4,85.9,62,10.5,1.1
2018-01-03,30.2,951.6,29.5,23.1,18.2,70.7,31,8.2,1.2
2018-01-04,0,958,29.6,21.7,14.9,74.1,35,6.8,0.7
2018-01-05,0,958.4,30.9,22.4,14.6,71,35,5.2,0.8
2018-01-06,0,957.6,29.5,23,19.1,78.4,54,11.4,1.7
2018-01-07,0,961.2,25.2,20.8,17.4,78,60,7.4,1.6
2018-01-08,0,964,26.1,20.6,17.7,77.3,57,8.5,1.5
2018-01-09,0,964.3,27.5,19.5,13.8,85.5,62,7.8,0.9
2018-01-10,12,964.3,21.7,20.4,19.6,95.1,91,4.5,0.8
2018-01-11,48,960.8,27.5,21.5,19.6,90.9,61,7.6,0.8
2018-01-12,54.4,956.4,29.1,21.9,18,85.7,45,10.2,1.3
2018-01-13,25.8,953.9,30.9,22.1,18.5,87.4,53,25,0.8
2018-01-14,47.8,954.7,29.4,22.2,17.8,88.2,61,16.3,0.9
2018-01-15,7.4,955.1,29.7,22.6,19.8,90,64,9.2,1
2018-01-16,3.2,958.6,30.1,23.2,20.8,86.8,51,10.2,0.9
2018-01-17,4.4,958.9,29.5,23.3,19.8,85.2,54,6.1,1.1
2018-01-18,5,956.6,29.6,23.7,21.2,86.5,59,15.6,1.5
2018-01-19,3.2,959.2,26.6,22.6,20.1,86.5,64,7.1,0.7
2018-01-20,0.2,960.9,27.4,22.2,19.2,80.4,50,6.5,1.1
2018-01-21,0.2,959.5,24.1,20.9,18.3,87.8,76,6.2,0.6
2018-01-22,24.4,955.5,29.9,22.3,19.4,87,62,31.1,1.2
2018-01-23,19.8,955.4,30.6,22.3,18.4,88.8,48,10,0.7
2018-01-24,43,956.3,30.9,22.3,19.1,85.2,53,9.4,0.9
2018-01-25,1,958.5,26.2,22.4,19.8,78.9,52,7.8,1.6
2018-01-26,0,960.6,23.2,19.7,17.1,80.2,62,7,1.2
2018-01-27,0,960.4,23.3,19,16.7,85.8,72,6.6,1
2018-01-28,1.8,956.7,26.5,21.2,18,85.5,63,3.8,0.5
2018-01-29,5,953.3,31,23.7,20.3,79.2,30,9,1.1
2018-01-30,0,955.4,29.3,20.4,13,71.2,20,8,1.5
2018-01-31,0,957.7,29.4,21.2,15.4,74.6,41,6.1,1.3
2018-02-01,0,958.3,27.7,20.6,14.9,75.3,36,5.5,0.7
2018-02-02,0,956.2,31.1,23,18.8,71.6,35,7.1,1.1
2018-02-03,0,956.3,29.6,21.4,15.5,71.2,38,7.7,1.2
2018-02-04,0,959.1,26.6,21,15,71.5,43,7.4,1.5
2018-02-05,0,958.3,27.7,20.8,14.8,72.7,43,7.5,1.2
2018-02-06,0,956.1,30.2,21.3,14.5,73.4,31,8,1
2018-02-07,0,956,31.5,22.5,15.7,72,34,8.3,1.4
2018-02-08,0,956.5,31.3,23.9,19.6,67.5,31,6.9,1.2
2018-02-09,0,957.5,28.5,22.7,20,75.2,52,7.9,1.1
2018-02-10,20,957.3,28.3,22,19.4,84.5,60,13.6,0.7
2018-02-11,20.8,956.6,28.1,23,20.3,83.5,58,6.8,0.8
2018-02-12,53,957.9,23.8,19.9,18.6,89.5,75,10.3,1
2018-02-13,2,964,22.5,18.4,15.1,84.8,62,6.2,1
2018-02-14,0,966.6,22.7,18.5,14.6,82.9,66,5.8,1
2018-02-15,0,966.9,23.4,17.7,13,86.6,66,5.3,0.6
2018-02-16,0,965.9,25.5,19.9,16.9,82,60,5.5,1.1
2018-02-17,0,962.8,25.6,19.6,13.7,82.6,57,6.3,0.8
2018-02-18,0,958.6,28.4,21.4,17.3,80.2,45,7,0.9
2018-02-19,0,954.5,25,21.4,19.4,89.2,74,4.1,0.4
2018-02-20,2.4,950.8,28.2,22.5,19,83.9,58,10,1.2
2018-02-21,4.4,952.1,29.3,22.8,18.2,78.8,45,10,1.5
2018-02-22,0,955.3,29,22.4,17,69.1,28,7.7,1.2
2018-02-23,0,959.6,28.8,20.3,14.1,77.6,39,7.4,1.2
2018-02-24,0,961.7,29,21.2,14.8,76.4,42,9.3,1.4
2018-02-25,0,961.7,28.9,21.5,16.6,77.5,46,6.9,1.3
2018-02-26,0,960,30.1,22,17.4,79,41,13.5,1.2
2018-02-27,18.4,958.7,27.6,20.2,16.7,87.7,62,7.8,0.8
2018-02-28,1.4,957.7,27.5,20.8,17.2,87.3,58,6.1,0.8
2018-03-01,0,959.1,30.6,23.3,18,80.7,51,6.6,0.9
2018-03-02,0,959.3,30.1,23,21.2,86.4,58,9.3,1.1
2018-03-03,0.6,958.3,31.1,22.2,18.2,84,49,8.9,0.8
2018-03-04,31.8,956.1,27.2,22.4,19.5,84,54,4.9,0.6
2018-03-05,3.4,954.5,31.9,23.7,20.1,75,36,9.4,1
2018-03-06,0,955.5,30.3,22.3,18.2,74.6,39,7.8,0.9
2018-03-07,1.2,956.6,28.1,21.5,19.1,76.5,47,7.8,1.1
2018-03-08,0,958.3,27.3,20.6,15.9,75.4,43,6.6,1.5
2018-03-09,0,958.4,26.2,20.9,16.6,79.3,60,6.3,0.7
2018-03-10,0,956.4,29,23,19.5,79.8,49,6.4,1
2018-03-11,0,954.2,33,24.5,18.8,73.2,30,8.7,1
2018-03-12,3.6,953.1,30.3,23.5,19.1,66,39,9.4,1
2018-03-13,0,955.8,32.1,22.5,17.9,71.8,34,7.1,1.2
2018-03-14,1,956.9,23.8,21.5,20.3,87.3,69,6.2,0.6
2018-03-15,7.2,955.6,25,21.4,19.9,87.9,68,8.3,1
2018-03-16,1.6,957.8,30,21.3,14.5,77.8,46,8.3,1.1
2018-03-17,0.2,958.5,28.3,22.2,17,78.4,56,7.5,1.2
2018-03-18,0,955.9,28.1,23.2,19.7,86.5,67,4.6,0.4
2018-03-19,1.2,954.1,34.4,25.6,20.9,78.5,39,9.4,1.4
2018-03-20,3.4,957,24.3,20.1,19.2,86.5,64,7,1
2018-03-21,9.8,958.3,28,21.6,17.2,71.4,30,8.7,1.1
2018-03-22,0,959.1,26,19.7,16.1,70.3,44,8.7,1.1
2018-03-23,0.4,959,25.8,21.1,18.5,85.8,67,4.9,0.6
2018-03-24,0,958.4,30.4,24.2,20.4,78.9,44,6.3,1.2
2018-03-25,62,958,26.6,21.6,18.8,89,62,14.6,1
2018-03-26,8.8,962.1,22.6,18.1,16.8,88.5,74,3.9,0.7
2018-03-27,3.8,962.3,25.5,20.2,16.8,88.4,69,5.5,0.6
2018-03-28,0.8,961.4,25.8,21.4,18.3,90.3,69,4.1,0.2
2018-03-29,1.8,961.3,28.2,22.3,20.3,85.3,56,8.1,0.7
2018-03-30,9.6,960.1,26.7,21.6,18.8,86,60,5.7,0.8
2018-03-31,0,957.8,26,21.7,19.9,89.8,67,5.2,0.8
2018-04-01,9.4,954.4,26.4,21.6,19.5,89.1,68,6.6,0.6
2018-04-02,0.2,953.9,26.9,21.7,19,81.3,50,10,1.6
2018-04-03,0,955,28,20.6,15.8,79,48,7.2,1
2018-04-04,0.2,956.3,28,20.9,16.9,73,43,18.6,1.5
2018-04-05,30.8,957.3,26.6,18.5,14,83.7,56,15.4,0.8
2018-04-06,0.2,959.2,25.9,18.9,14.8,84.8,55,4.7,0.6
2018-04-07,0,960.6,27,20.5,15.9,83.3,55,6,0.7
2018-04-08,0,962.2,28.9,21,16.4,77.8,36,4.7,0.4
2018-04-09,0,962.7,28,21,16.9,70.7,47,5.4,0.6
2018-04-10,0,962.8,27.3,21.3,16.2,77.2,49,6.9,0.9
2018-04-11,0,963.1,27.8,21.4,17.3,76,47,5.6,1.1
2018-04-12,0,962.9,27.5,20.2,15.6,78.7,52,6.7,0.7
2018-04-13,0.2,963.6,31.7,20.4,15.8,83.1,31,8.5,0.9
2018-04-14,0.8,968.7,21.9,18.4,16.7,86.4,66,5.7,1.3
2018-04-15,7.2,970.5,20.7,17.5,15.5,85.2,73,5.7,0.7
2018-04-16,0,969.9,23.7,17.4,13.1,83,54,7.7,1.3
2018-04-17,0.2,969.1,21.9,16.5,12.3,83.9,62,5.9,0.8
2018-04-18,0.4,967.9,24.7,18.3,14.1,82.8,51,6.8,0.6
2018-04-19,0,965.3,26.7,19.2,14.1,79.6,51,6.2,0.5
2018-04-20,0,963.3,28.8,19.6,12.4,74.4,36,5.6,0.5
2018-04-21,0,962.2,25.3,18.5,13.8,81.5,52,2.4,0.3
2018-04-22,0.2,962,26.8,19.9,15.3,79.5,41,5.2,0.7
2018-04-23,0,963.5,26.7,20.2,16.2,80.1,48,5.9,0.6
2018-04-24,0,964.3,26.9,19.9,15.3,83.5,54,4,0.6
2018-04-25,0,964.8,27.4,19.8,16,84.9,45,5.3,0.5
2018-04-26,0,963.4,26.6,19.5,15.2,85.8,58,4.8,0.5
2018-04-27,0.2,963.7,26.9,19.8,15.7,87,56,4.7,0.3
2018-04-28,0,963.7,28.2,21.3,17.9,83.9,51,5.2,0.5
2018-04-29,0.2,962.7,27.5,20.2,16,85,50,4.8,0.6
2018-04-30,0,961.1,28.6,21.4,17.2,84,51,7,0.8
2018-05-01,0,963,24.4,20.3,17.6,88.2,70,5.2,0.5
2018-05-02,0,965,23,19.7,18.3,87.3,74,5,1.3
2018-05-03,0.4,962.8,24.6,20.2,18.5,88,65,4.7,0.4
2018-05-04,0,961.6,28.3,21.1,17,85.3,51,4.9,0.6
2018-05-05,0,963.5,27.1,20.8,16.3,85,62,5.8,0.7
2018-05-06,0,966.2,27,20,16.7,83.4,54,10.6,0.8
2018-05-07,0,967.8,22.9,18.9,16.4,88.2,63,5.9,0.7
2018-05-08,0.2,967.6,22,17.3,13.3,87.6,65,6.1,1
2018-05-09,0.2,966.1,21.6,18.4,14.4,87.4,75,4.4,0.6
2018-05-10,0,962.8,23.7,18.5,14.5,86.5,59,6.8,0.5
2018-05-11,0,958.6,23.5,18.4,13.9,86.8,60,4.8,0.6
2018-05-12,0,959.1,22.8,17.8,13.6,68.3,45,10.5,2
2018-05-13,0.2,962.8,22.9,13.5,8.3,85.1,50,4.5,0.3
2018-05-14,0,963.3,23.8,16.8,10.1,84.1,52,7,0.6
2018-05-15,0,960.6,23.6,17.2,13.4,89.1,58,5.6,0.5
2018-05-16,2.2,960.3,23.4,17.4,13.3,86.5,61,6.4,0.9
2018-05-17,0,962.3,21.6,16.2,13.5,87.6,65,3.7,0.4
2018-05-18,0,958.1,21.2,17.2,14.5,92.5,77,4.9,0.8
2018-05-19,23.6,953.5,19.4,15.4,14.7,83,55,17.9,2.1
2018-05-20,1.4,957.5,16.8,12.3,10.1,65,44,11.1,2.8
2018-05-21,0,961.4,19.2,10,3.9,80.3,44,6.4,0.4
2018-05-22,0,962.9,20.1,10.5,5.4,86,44,6,0.5
2018-05-23,0.4,966.5,19.6,10,5.5,81.5,30,3.6,0.2
2018-05-24,0,968.8,18.6,10.1,4.2,85.9,56,4.9,0.3
2018-05-25,0,968.1,18.6,12.1,6.8,89.3,65,3.4,0.5
2018-05-26,0.2,966.9,20.8,15,10.7,87.7,63,3.8,0.2
2018-05-27,0,967.8,22.3,16.2,13,87,61,4.4,0.3
2018-05-28,0,968.6,23.6,17.1,13.8,81.7,43,8,1.2
2018-05-29,0,967.8,22.7,15.9,9.9,85.5,59,5.9,0.9
2018-05-30,0.2,965.9,23,15.4,10,86.4,56,6.3,0.6
2018-05-31,0,962,22.7,16,11.5,87.4,58,3.7,0.3
2018-06-01,0,958.6,23.6,17,13.3,84.8,59,6.4,0.6
2018-06-02,0.4,960,22.8,17.5,14.9,86.1,68,6.8,0.9
2018-06-03,1,968.2,19,12.1,6.9,69.1,27,7.3,1
2018-06-04,0.2,969.8,14.7,9.6,5.2,90.5,72,2.4,0.1
2018-06-05,9.6,961.9,15.1,13.1,8.1,95.9,89,3.4,0.4
2018-06-06,6.8,959,17.5,10.6,3.8,80.3,52,7.9,0.8
2018-06-07,0.4,961.1,16.1,9.5,6,86.8,64,6.3,0.9
2018-06-08,0,964.2,17.4,9.3,3.2,77.7,43,7.3,1.1
2018-06-09,0,965,19.1,8.4,3.4,86.1,43,6.1,0.3
2018-06-10,0.6,961.5,18,11.4,4,89,68,7,0.4
2018-06-11,0.2,957.1,21.4,15.3,10.1,91.2,74,6.3,0.4
2018-06-12,12.8,956.1,20.2,17.2,13.9,95.3,89,9.7,0.7
2018-06-13,34.4,962.5,18.2,14.3,10.3,71,35,9.4,1.5
2018-06-14,0,968.5,13.7,7.6,1.4,80.8,45,3,0.2
2018-06-15,3,970,11.9,9.6,4.1,92,80,3.3,0.4
2018-06-16,0,971.6,9.9,8.9,7.8,88.9,81,4.4,0.4
2018-06-17,0.2,972.4,13.5,10.3,7.8,90.9,80,2.4,0.1
2018-06-18,0,972.3,16,12.5,9,87.9,69,4.1,0.5
2018-06-19,0.2,970.6,19.6,13.3,8.6,88.6,66,3,0.2
2018-06-20,0,967.9,21.1,13.5,9.4,86.7,60,4.6,0.3
2018-06-21,0.2,964.7,16.4,11.6,8.8,93.7,80,3.7,0.3
2018-06-22,0.4,962.8,23,14.5,9.5,88.9,59,4.3,0.4
2018-06-23,0,961.7,23.1,16.4,11.3,85.8,57,4.5,0.5
2018-06-24,0.2,962,19.8,14.6,12,92,71,6,0.8
2018-06-25,3.2,960.5,17.3,15.2,12.9,92.5,84,2.8,0.3
2018-06-26,12.8,959.6,19.7,16.4,13,90.8,75,5.3,0.7
2018-06-27,0.8,962.2,19.9,16,14.5,90.3,73,6.6,0.7
2018-06-28,0,964.2,20,16.3,13.3,92.3,78,6.4,0.2
2018-06-29,4.4,962.6,21.8,17.2,14.8,89.8,68,3.3,0.3
2018-06-30,11.8,960,22.3,17,14.1,88,63,5.9,0.5
2018-07-01,0,961.1,18.5,15.4,12.6,91.1,76,4,0.3
2018-07-02,0.2,958.9,19.7,15.5,12.6,93.2,78,4.2,0.3
2018-07-03,0,961.5,20.2,16,14.9,87.8,70,5.4,1.2
2018-07-04,19,964,13.4,10.9,9.4,93.5,85,4.9,0.9
2018-07-05,2,962.9,15.5,12.9,9.7,93,87,3.2,0.3
2018-07-06,0.2,963.3,18.8,15.6,11.7,92.8,83,4,0.5
2018-07-07,0,961.3,20.7,16.4,14.3,87.6,70,5.6,0.5
2018-07-08,0.2,959.5,23.8,17,12,75.6,41,12,1.2
2018-07-09,0,964.5,17.2,12.9,10.1,64.8,47,9.6,2.1
2018-07-10,0,967.4,17.1,10.2,5.2,74.6,46,6.7,0.9
2018-07-11,0,968.9,17.3,7.4,1.8,84.1,44,3.9,0.3
2018-07-12,0.2,968,16,7.9,2.6,85.3,49,5,0.4
2018-07-13,0.2,965.1,19.4,8.2,2.5,87.5,48,3.2,0.2
2018-07-14,0.2,962.9,22.6,11.6,3.9,86.6,51,4,0.2
2018-07-15,0,961.6,25.5,14.7,6.8,86.8,49,4.7,0.2
2018-07-16,0.4,964.1,24.6,16.1,10.1,87.3,60,7.5,1.1
2018-07-17,1.6,967.1,23.9,18.1,12.5,84.1,56,9.3,1
2018-07-18,0,964.6,25.3,18.1,14.1,84.8,53,4.7,0.3
2018-07-19,0.2,962,25.7,16.4,12,88,51,4.1,0.3
2018-07-20,0.2,959.7,26.5,16.7,11.8,88.5,52,3.1,0.3
2018-07-21,0.2,963.7,18.6,14,10.3,66.2,30,8.2,1.7
2018-07-22,0,967.6,13.7,9.4,4.4,92,84,3.8,0.2
2018-07-23,0,967.1,18.7,14.2,9.5,88.9,71,4.2,0.4
2018-07-24,0,970,15,13.8,12.2,88.1,78,5.4,1.4
2018-07-25,0,970.4,16.1,14,12.3,88.5,78,6.7,1.3
2018-07-26,0.2,967.2,21.5,15,11,86.7,64,4.3,0.4
2018-07-27,0,964,24.5,17,12.6,85.8,54,3.6,0.3
2018-07-28,0,961.4,20.7,16.7,14,89.4,73,3.2,0.2
2018-07-29,2.2,957.8,22.4,16.2,13.2,77.6,31,7.1,0.6
2018-07-30,0,960.8,19.8,10.8,4.1,81.9,47,4.1,0.3
2018-07-31,0,962.7,19.2,13.6,6.6,79.5,44,8.6,0.9
2018-08-01,0,965.8,16,11.6,7.4,78,56,6.9,1.3
2018-08-02,0,966.5,14.6,11.5,7.3,89.9,80,3.1,0.2
2018-08-03,0,962.9,16.5,14,11,93.4,87,2.9,0.4
2018-08-04,0.6,960.1,22,14.9,9.9,88.1,59,5.8,0.4
2018-08-05,0,961.4,17.5,12,7.5,71.5,49,7.2,1.6
2018-08-06,0,965.2,19.7,10.6,5,81.5,38,2.6,0.3
2018-08-07,0,966.3,21.1,13,6.6,78.8,38,4.5,0.4
2018-08-08,0,965.5,16.8,12.3,7.3,84.5,61,6.2,0.5
2018-08-09,6.8,959.5,13.3,11.6,11.1,77.9,56,12.6,2.2
2018-08-10,0,959.8,15.2,10.9,8.8,61.9,41,12,3.2
2018-08-11,0.2,962.8,21.2,13.1,7,67.7,47,11.3,2.1
2018-08-12,0,966,22.4,12.1,5.6,82.7,47,4.2,0.3
2018-08-13,0.2,965.5,19,11.5,7,88.2,58,3.5,0.1
2018-08-14,0,963.2,21.9,13,6.7,83.9,52,5,0.4
2018-08-15,0.4,965.7,15.5,11.7,8.9,91.5,76,2.4,0.2
2018-08-16,0,970,20,13.9,11,79,54,5.7,0.8
2018-08-17,0,971.6,18.7,13.5,9.6,82.3,52,5,0.7
2018-08-18,0,968.9,20.1,15,12.3,82.4,57,4.2,0.5
2018-08-19,0,966,23.3,16,11.6,83,53,5.4,0.4
2018-08-20,0,966,20.3,14.6,10.4,91.2,70,3.4,0.2
2018-08-21,28.4,966.6,16.4,14.6,13.2,94.8,91,4.9,0.5
2018-08-22,37.2,964.5,15.1,13.2,12,94.8,87,4.4,0.7
2018-08-23,3.4,961.2,22.4,15,9.8,88.6,60,4.8,0.5
2018-08-24,0.4,958.7,17.4,15.7,11.2,95,87,7.9,0.8
2018-08-25,33.4,962.1,17.1,13.4,10.7,67.9,31,12.4,2.4
2018-08-26,0,969.7,17.8,8,0.6,67.3,21,7.5,0.8
